4
159 
   
   1.359000e+00    3.712279e+03    4.760369e+03        0.256777
   1.585000e+00    3.475315e+03    3.864934e+03        0.216109
   1.848000e+00    3.149593e+03    2.992920e+03        0.177234
   2.154000e+00    2.763421e+03    2.203823e+03        0.135770
   2.512000e+00    2.334521e+03    1.526647e+03        0.091188
   2.712000e+00    2.128797e+03    1.245154e+03        0.069197
   2.818000e+00    2.310573e+03    1.278082e+03        0.057542
   2.929000e+00    4.293021e+03    2.231213e+03        0.047167
   3.043000e+00    4.172869e+03    2.039196e+03        0.036518
   3.162000e+00    2.967119e+03    1.358165e+03        0.026689
   3.286000e+00    2.056453e+03    8.794706e+02        0.017331
   3.414000e+00    1.811607e+03    7.234344e+02        0.008130
   3.548000e+00    1.692848e+03    6.282407e+02        0.000424
   3.687000e+00    1.585780e+03    5.469935e+02       -0.007570
   3.831000e+00    1.540708e+03    4.914534e+02       -0.014055
   3.981000e+00    1.492004e+03    4.394344e+02       -0.020353
   4.299000e+00    1.410691e+03    3.510650e+02       -0.030956
   4.642000e+00    1.345327e+03    2.795728e+02       -0.039119
   5.012000e+00    1.213517e+03    2.074482e+02       -0.045101
   5.412000e+00    1.132746e+03    1.562425e+02       -0.049371
   5.843000e+00    1.236438e+03    1.305576e+02       -0.051858
   6.310000e+00    1.210106e+03    9.389248e+01       -0.052865
   6.813000e+00    1.170998e+03    7.500128e+01       -0.052782
   7.356000e+00    1.078368e+03    4.363157e+01       -0.051937
   7.943000e+00    1.037438e+03    1.956216e+01       -0.050501
   8.577000e+00    1.094893e+03    8.107075e+00       -0.046880
   8.912000e+00    1.424191e+03    7.809492e+00       -0.044018
   9.261000e+00    1.715620e+03    7.380060e+00       -0.040600
   9.623000e+00    2.194591e+03    7.409121e+00       -0.037054
   9.810000e+00    2.669554e+03    8.446185e+00       -0.035744
   1.000000e+01    2.571064e+03    7.935668e+00       -0.034783
   1.039000e+01    2.514612e+03    7.387524e+00       -0.032811
   1.080000e+01    2.470814e+03    7.186201e+00       -0.031726
   1.122000e+01    2.547590e+03    7.409501e+00       -0.030864
   1.166000e+01    2.498607e+03    7.393132e+00       -0.029953
   1.259000e+01    1.958108e+03    5.892001e+00       -0.029002
   1.359000e+01    1.597318e+03    4.681530e+00       -0.028977
   1.468000e+01    1.344070e+03    2.930159e+00       -0.029089
   1.585000e+01    1.325276e+03    1.724469e+00       -0.028199
   1.711000e+01    1.511686e+03    1.313759e+00       -0.026880
   1.848000e+01    1.582954e+03    1.045790e+00       -0.025417
   1.995000e+01    1.342264e+03    7.357856e-01       -0.024849
   2.155000e+01    1.097483e+03    5.170244e-01       -0.024874
   2.512000e+01    7.676285e+02    2.715104e-01       -0.024554
   2.929000e+01    5.451634e+02    1.365659e-01       -0.022701
   3.415000e+01    4.512097e+02    9.026000e-02       -0.018964
   3.687000e+01    4.338132e+02    8.678000e-02       -0.017095
   3.981000e+01    4.268573e+02    4.269753e-02       -0.015800
   4.299000e+01    4.214579e+02    4.215000e-02       -0.014622
   4.642000e+01    3.868613e+02    3.869000e-02       -0.012714
   5.412000e+01    2.795720e+02    2.795999e-02       -0.005943
   6.310000e+01    2.111789e+02    2.112000e-02        0.002403
   7.357000e+01    1.579846e+02    1.535082e-02        0.007813
   8.577000e+01    1.181900e+02    9.983483e-03        0.009204
   1.000000e+02    8.646374e+01    6.264199e-03        0.006766
   1.166000e+02    6.752580e+01    4.195641e-03        0.003206
   1.359000e+02    5.250720e+01    2.799127e-03        0.000099
   1.585000e+02    4.085813e+01    1.867537e-03       -0.001940
   1.848000e+02    3.065880e+01    1.201905e-03       -0.003197
   2.260000e+02    2.168930e+01    6.952662e-04       -0.004203
   3.500000e+02    1.007979e+01    2.086376e-04       -0.005110
   5.000000e+02    5.042927e+00    7.306661e-05       -0.005300
   7.000000e+02    2.572973e+00    2.662820e-05       -0.005010
   1.000000e+03    1.366990e+00    9.903042e-06       -0.004400
   1.300000e+03    8.991950e-01    5.010867e-06       -0.003820
   1.000000e+04    2.219998e-02    1.608248e-08        0.000000
   1.778000e+04    7.844997e-03    3.196401e-09        0.000000
   3.162000e+04    2.772999e-03    6.353133e-10        0.000000
   5.623000e+04    9.799999e-04    1.262577e-10        0.000000
   1.000000e+05    3.464000e-04    2.509446e-11        0.000000
   1.778000e+05    1.224000e-04    4.987118e-12        0.000000
   3.162000e+05    4.327000e-05    9.913455e-13        0.000000
   5.623000e+05    1.529000e-05    1.969878e-13        0.000000
   1.000000e+06    5.405000e-06    3.915576e-14        0.000000
######################################################################
######################################################################
######################################################################

OH 5 Dust with extensions to shorter wavelengths using Bruce Drains
Dust Model:


Dust properties from Bruce Draine's Webpage:

ftp://ftp.astro.princeton.edu/draine/dust/mix/kext_albedo_WD_MW_3.1_60_D03.all



   Extinction, Scattering, and Absorption Properties Computed for
   Carbonaceous - Silicate Model for Interstellar Dust with R_V=3.1

Model consists of mixture of carbonaceous grains and amorphous
silicate grains.  Carbonaceous grains are PAH-like when small, and
graphite-like when large (see Li & Draine 2001).  Size distributions
from Weingartner & Draine (2001, hereafter WD01) "case A" model for
R_V=3.1, renormalized following Draine (2003a) [see below].

PAH optical properties are from Li & Draine (2001).  The PAH/graphitic
grains in the log-normal size distributions are assumed to be 50%
neutral and 50% ionized.  The PAH/graphitic grains in the size
distribution given by eq. (5,6) of Weingartner & Draine (2001) are
assumed to be 100% ionized.

Graphite and silicate optical properties from Draine (2003b).

For R_V=3.1: THIS MODEL
	     grain abundances relative to H have been reduced by a
             factor 0.93 relative to the R_V=3.1 size distribution with
	     [C/H]_PAH=60ppm in WD01.
             Factor 0.93 is due to reduction in adopted value for
             A_Ic/N_H in local ISM.
	     PAH C abundance relative to H is assumed to be
             [C/H]_PAH = 0.93*60ppm = 55.8ppm

For R_V=4.0: grain abundances relative to H have been increased by a
             factor 0.93*1.27=1.18 relative to the R_V=4.0 size
             distribution with [C/H]_PAH=40ppm in WD01
             Factor 0.93 is due to reduction in adopted value for
             A_Ic/N_H in local ISM.
             Factor 1.27 is the increase in A_Ic/N_H for R_V=4.0
             relative to A_Ic/N_H for R_V=3.1, based on eq.(5) of
             Draine (2003a).
             PAH C abundance relative to H is assumed to be
             [C/H]_PAH = 0.93*1.27*40ppm = 47.2ppm

For R_V=5.5: grain abundances relative to H have been increased by a
             factor 0.93*1.52=1.42 relative to the R_V=4.0 size
             distribution with [C/H]_PAH=30ppm in WD01.
             Factor 0.93 is due to reduction in adopted value for
             A_Ic/N_H in local ISM.
             Factor 1.52 is the increase in A_Ic/N_H for R_V=5.5
             relative to A_Ic/N_H for R_V=3.1, based on eq.(5) of
             Draine (2003a).
             PAH C abundance relative to H is assumed to be
	     [C/H]_PAH = 0.93*1.52*30ppm = 42.4ppm

References:

Draine, B.T. 2003a, "Interstellar Dust Grains", Annu. Rev. Astr. Astrophys.,
    41, 241-289
Draine, B.T. 2003b, "Scattering by Interstellar Dust Grains. I. Optical
    and Ultraviolet", Astrophys. J., 598, 1017-1025
Draine, B.T. 2003c, "Scattering by Interstellar Dust Grains. II. X-Rays",
    Astrophys. J., 598, 1026-1037
Li, A., & Draine, B.T. 2001, "Infrared Emission from Interstellar Dust.
    II. The Diffuse Interstellar Medium", Astrophys. J., 554, 778-802
Weingartner, J.C., & Draine, B.T. 2001, Dust Grain Size Distributions and
    Extinction in the Milky Way, LMC, and SMC", Astrophys. J., 548,
    296-309 (WD01).

This table was calculated by B.T. Draine, Princeton University,
Wed Dec 17 12:07:38 EST 2003


Tabulated quantities:
lambda  = wavelength in vacuo (micron)
albedo  = (scattering cross section)/(extinction cross section)
<cos>   = <cos(theta)> for scattered light
C_ext/H = extinction cross section per H nucleon (cm^2/H)
K_abs   = absorption cross section per mass of dust (cm^2/gram)
<cos^2> = <cos^(theta)> for scattered light

1.870E-26 = M_dust per H nucleon (gram/H) for this dust model
1.236E+02 = M_gas/M_dust for this dust model (assuming He/H=0.096)
